owner,balance
A7HTMXDVvQxTJpc8ahkASou6uSnXEGwnDXhjEgozR1c,4205784893522068.0
EvrdG1AWkeinbzkETJSgbCYNUv5vjY6nq9i4BmeZ9EjC,4204115048115222.0
CpFZhSH84JRTnafM3gCiSVhP1GEFqGNWs5BS2QfhAsX2,4171677291972966.0
9d4hwxoLaxDQPvq7e1e5s3yywL3htfhriDV15C6FFwPP,4101694159800000.0
3odps3P88hEmSs2sqnVdkDpzJ5zf8RiXiEMhYPm7xDdA,4047965000000001.0
9FkTcY3qVAGXDKxybcguciL6C7g3cqAqmRshTWKJzyvm,4021532310099532.0
4Miok9o9DtasXZGCGtnpgVZq2dqZYt3sWmAijdjRyrPS,4015231109024611.0
52iSbRDnYa1xffrNaF8e7HetkeyA8h4vM75Y3KdN19fm,4002824458010512.0
DcUKSAxnxQGJzsXTzTX8xMZEw31ec3nvyFKCy9VXGukM,4000172092712292.0
6hpvJTC5QJ1EY1PZsnfVRBfyfP9tKnTW7w7i7mXi4kWd,4000000000000000.0
AqXmvbjc4qNMAAjJ94yfahaVWkpu5cEoNa1ooLpRot7Z,3997789286585171.0
Cf7oqLcyvteMY2eVPtVZ7fnuhpsC79roHj6eLUZnX4ta,3907591700476609.0
jbaZwwGY1DGihrfas7DCseAvmch6emnj91qxPQMoP6R,3905168600618521.0
838feGyFfLpwWj3ypbrPjirmBDobgeZupcyn7REGdoo3,3849364123246127.0
8KqN8XXA7WDdgRFePKiiSmgUzGBpAKci578siwukFdkP,3823379187632218.0
C1b64buyH85L4QZSHYsK5WP88ziYR3VVgAoDvwSPuxqe,3791279592721035.0
AVUaCszBdEwuWGrisAvZHhKZVVfVRn5jPUaFgBLfZbbt,3780619627095960.0
6wMU2MJUUKgrQjtNtApwCixi9qyyvxu9BVLFTVWVW9oE,3774404810886984.0
HwvRekQbgJ1QGVd6ziqpq489FRvmpAbsTR61prvm6Pmx,3752246778644093.0
GDjTNN6e4yd8WoAPNgus1xC8GgNr9Ug8bRMdfEkJbkBr,3698622665291929.0
D6gYXi97jPjPRgCTFNK8dyVS32sqWM2ijMGPhoQNBuBL,3645801032951616.0
eN8aEBF9gfTLJ8xbAUeU76avJx9fRsEp4ePvxet8obF,3606418816413726.0
2qKjGUBdgLcGVt1JbjLfXtphPQNkq4ujd6PyrTBWkeJ5,3605597912536272.0
7f3vVTz9PAT6K8q6AZ2EgPq7mKxucsCFHFECfbpGWxDv,3576358479447978.0
CtpLCqV885JgthxaZpoCtY3wHZhG2r4ABaYxs9HRacVv,3570052999412618.0
CWGyqoKaBWoh25LYj4dq94Ajh9vaeJ7eBiUNgVs36CVc,3546384217948975.0
7ZXMuXcJ46xo1kqBrYwWkFyp8eYLfrCeZihBMV8dJBn5,3540640296073351.0
6sK6DXtKKok1FhRSfm9SkLP3eJJ91czieqwwrnnSnz1p,3509647037370911.0
DqxNcKZHasQqDK5t4UFhsvc4LER84Xa2NSbKfwsFqYoG,3501985617121463.0
6JUg3L8c3Grj1taUAMqvoJbGyUTYPFAfy34KnvPNwd9A,3487971860105672.0
Cjn2KUKPR7UQZ79yQNz62xwZtpeFV7vdoszi3bnbMCgj,3484934795459525.0
3uA15AjKuNxErTvhkgmKdp3kyTx8GtSviLwJwuNNp6zU,3479537868238678.0
J1GMY3kbaux5CoVYrGi1kAL37SgB86YKXN9dfSJFxKHg,3441692136984025.0
3yWHGFJrAGXTwRDoaRieGsVg7XXVRmZWu7DU5hiCJ2xy,3429934941282077.0
BvYj2CFbE7JWYCapJjQ3P6TpqqbJ4C89aK2pM3gJq6xD,3406186186058316.0
H2zfcyW76iDreJ3JuV9WJ1KwhA4uvb22r4jwUq9AkFQT,3365625354847264.0
H9p3npREujd74MD9mZNyM4nRwbGuaqTySmWTyQkMWrEw,3350513796535624.0
Du36Qu7yQiF7tsHMLxiMGVDQ8aDjWzC54gTbsnfey3T3,3330816627369097.0
EH5FLgSDcbstHHiaofg2ZN3ysDBJzBwuomHGSGVCckx5,3326634668175394.0
CaCTZtortaueVBmypiNxUnH9VfsCmkEQ6g1yPR3ZCkR4,3325198947043459.0
