owner,balance
63pVQRcPUjphDSu9MadfNAuKpjBWQUBpC6Tz2A8nSzrK,55879813440078.0
FYPAkrEm6HoFgt7y8rLoU3ikVYQVTx9ahmp5wQJBhECM,54845182785567.0
JBJNZvZZSrAMDg1QoiSNWmi7ygPZGFLDyNMxK3ohEL7k,54785157635921.0
Ga55aQZCrHfaJUWnBaVxWxSLEYpfdXPrzpmujpqr3VZA,54485709686395.0
6VL2QW6sy8cjxL24xHL7eFbnUSi35DMJd8AzRwssSs9y,54314517600775.0
961c1qZtbED8Z6H1gV4jUuqz9MS7XM2G64qeoCQg19to,53955112037100.0
3oSZX3QC4Tgb7FETT4TeptDfU7E5bNDANbY4Zj7rhU4G,53930824895268.0
H1gTbk3jRdkZZmTzyAN231U8mqXL7EKAFinxD5DdhK1o,53493954117531.0
5aSYC9KGQN53pd7bcu9gZ4LQpkECGqrtQbPZeZHk3x1h,53322167361297.0
GjVYAYxRyChHnMLVyFFtdQKtHJkuC4UHBR219Wna4ngs,52571240902445.0
CreQJ2t94QK5dsxUZGXfPJ8Nx7wA9LHr5chxjSMkbNft,52434836969148.0
CKq9hf73TV2tUrgQHS455qATatvwNsJ2t7FXjmhAX2Z7,52380702505969.0
8zri52NcZoNazYULsY72QMxGDdQep1CeTLhSgbqBfiy6,52253394397630.0
4KkGb8hSCodepzwhP6f3zthbJyoed9CBfbpVjFY5DykR,51830605739524.0
5a6sar9RALAk5NwtUttPfP3SBs9EN8m8xDhzshZu2y5n,51221004399520.0
BiPPCsPQK6rpp3vPE1ehoDyf4azqSNey9VQBRVRcZtf6,51049490946723.0
22jKZvsizPP6qMnEfmDvMExjQfvnQAyvid1CH4VsArbz,50530351357198.0
F6kqgD6MiDdFhQEYj3w1k98joDNeFZv47e9A8o36nmgF,50379102748180.0
4mKU8mAErPjCWRtbdLgmrQH3TT9iM4rABG2icwA6QgNZ,50118209423651.0
E5A5Sw7q7PoPyvhnf9HdVESDf1pTbVjWG3HRrtdHoE5H,50056687500000.0
FLRoCp5HU99TzgmzUJbqryUKHtUwGs2tiMfUc9FFRtK8,50000000000000.0
8EzBD2Tk1L3iFarkcR5YMYZsvKoEbsE2tkZF2i8ng3gJ,49849625000000.0
