owner,balance
FZ1t8TZtx7VSCQdBsxvFJiezj9paUBF6Ub7RKA2eTGyE,121124390000000.0
DqRF6Jsmk9iJD6zcm5z65Tt4gvUi362Fw34TEEoBUXdn,120949060375796.0
5DaMdrRz7WYhwu273VdKV4f81VkKS7vnRRcS8LDyyxYj,119472786288327.0
9XzE7sDFgMHE2wyDMuhyA898o2uRrZd67ahfsmJYtqo2,117804580000000.0
Bi3yTugybcR7D9HVQe5EMbReJ9fgtAF7Dk9rjTBtePcw,117525905997570.0
G7R7r7q7e3LbCzTddrxKZ7yU9oBofpczbaMisBFgRt72,116353416177980.0
H8hWtRKfcut2fLsU5EQK83xBaNiRX26hgYhK3rwo2tLM,113114000000002.0
8rZhS8vVSTo1UsWmfr19d72VQD3gNLnPVqgDcYWMMYWC,109784721461219.0
6btbLTV7F6hodaaPBxHrH5WcGpMDibseVnGU4ac2BAAX,109784721461219.0
9ikRTLJtJAhms4pJHAQLAbWhZtZx99RHHQ6iuW4V1wz5,109784721461219.0
BWoK8HsXcrfd7KxLJLfJ2ZmbKGEGC4acyc17b3MLwicH,109784721461219.0
7G4zaXG9tGUSGXjhQsZHjLbsBRJ8xB9qFyuwQGMY1RQb,109784721461219.0
BmCtvMiLiJyP7Z7pUffeHodC1GLKgU3AJ7DRWbi9JdqP,109784721461219.0
BmfCT5i1Vo3vXeKgMJdvR8evBxdQKHeFrSc1SxX3mp4x,109784721461219.0
9k7BeQyrXuo1HoNWuoRpeNdHA4h6NkqYS9Q2BSaJgZbf,109784721461219.0
81xGAvJ27ZeRThU2JEfKAUeT4Fx6qCCd8WHZpujZbiiG,107017951292154.0
FxW9dyetaim6b8K8SsWhWrs9vEQDyGFLMb3HWUvS4EPu,104476081301023.0
61jYfjLM562gPrKmLoYyYycX9zqtgTFYawqDmAhrQSTf,103533366400001.0
9vvJCR6NWU4XmYE9MhrMFWn2jfvr6H1YdoYuXQt9RFbt,103236965287630.0
2Ejnns2Fd5gsZdFJbnkZmQEwbrgoiMc2ikKcS2z2Ps3e,102100279107449.0
