frame_token,chain,rank,address,share,nansen_label,nansen_ownership_pct,classification,class_source,insider,matched_in_nansen
POL,ethereum,1,0x29e7df7b6a1b2b07b731457f499e1696c60e2c4e,0.040427,Polygon: MATIC-POL Migration [0x29e7df],3.86,other_labeled,no_kw_match,False,True
POL,ethereum,2,0x57f1ad8d95ebd0ab51e7ab131d2fab89a15de3b1,0.021712,Token Millionaire [0x57f1ad],1.54,other_labeled,no_kw_match,False,True
POL,ethereum,3,0x4c569c1e541a19132ac893748e0ad54c7c989ff4,0.016313,Upbit: MATIC Main Wallet [0x4c569c],1.59,other_labeled,no_kw_match,False,True
POL,ethereum,4,0x8be2b97333ebcc6af2441e4018961ff39d63e883,0.013675,Token Millionaire [0x8be2b9],1.27,other_labeled,no_kw_match,False,True
POL,ethereum,5,0x0ba98b0067778ed0da2093c1f1600d4d17ccbf01,0.013242,Token Millionaire [0x0ba98b],1.23,other_labeled,no_kw_match,False,True
POL,ethereum,6,0x84faec6529a98b72cad63254211f3f0399f38367,0.013242,Token Millionaire [0x84faec],1.23,other_labeled,no_kw_match,False,True
POL,ethereum,7,0x796ce52e96000a76e926c35d8e6284a544456168,0.013226,Token Millionaire [0x796ce5],1.22,other_labeled,no_kw_match,False,True
POL,ethereum,8,0x58a3cabac2d8a807b73a44d26526b1ea7b7b6938,0.013185,Token Millionaire [0x58a3ca],1.22,other_labeled,no_kw_match,False,True
POL,ethereum,9,0xa5946a2c7a6c4232224b89a696ae51879bf5aed1,0.012314,B2C2 [0xa5946a],1.17,other_labeled,no_kw_match,False,True
POL,ethereum,10,0x3f43b56004cb9a8927f11b78949a2624a455868b,0.008596,,,unlabeled,,False,False
PUMP,solana,1,85WTujfJ9meJq5hfjAeb5gftj7n8Q7QTsZJbRqMD5ERS,0.034986,,,reuse_noninsider,new12_provenance_reuse,False,True
PUMP,solana,2,AvqFxKNrYZNvxsj2oWhLW8det68HzCXBqswshoD2TdT6,0.027989,,,reuse_noninsider,new12_provenance_reuse,False,True
PUMP,solana,3,96HiV4cGWTJNCjGVff3RTHgPXmpYz7MSrGTAmxNKVWM9,0.026823,,,reuse_noninsider,new12_provenance_reuse,False,True
PUMP,solana,4,8UHpWBnhYNeAQURWjAABp8vSrzfYa69o7sfi65vYLC42,0.022311,,,reuse_noninsider,new12_provenance_reuse,False,True
PUMP,solana,5,ERRGqu3dh6zYBg7MNAHKL33TyVb7efMmaKxnmdukdNYa,0.019825,,,reuse_noninsider,new12_provenance_reuse,False,True
PUMP,solana,6,GhFaBi8sy3M5mgG97YguQ6J3f7XH4JwV5CoW8MbzRgAU,0.018222,,,reuse_noninsider,new12_provenance_reuse,False,True
PUMP,solana,7,AC5RDfQFmDS1deWZos921JfqscXdByf8BKHs5ACWjtW2,0.014996,,,reuse_noninsider,new12_provenance_reuse,False,True
PUMP,solana,8,2WHL4XiNGKW9NgSwsJeG7WG2kD35Bi44rZoLrXHEz3dw,0.011662,,,reuse_noninsider,new12_provenance_reuse,False,True
PUMP,solana,9,9SLPTL41SPsYkgdsMzdfJsxymEANKr5bYoBsQzJyKpKS,0.011657,,,reuse_noninsider,new12_provenance_reuse,False,True
PUMP,solana,10,9UcygiamY92yGntGkUkBKi4SdApxkBMZd9QSo6wMC2dN,0.010263,,,reuse_noninsider,new12_provenance_reuse,False,True
RENDER,solana,1,51PZFsSVorGDsWLopZvsqZ4zT1cHNzhfsL9KaJtBqZk1,0.088459,RENDER Distributor [51PZFsSV],2.74,protocol_contract,protocol_kw,False,True
RENDER,solana,2,0xf97deb1c0bb4536ff16617d29e5f4b340fe231df,0.046004,,,unlabeled,,False,False
RENDER,solana,3,6FEVkH17P9y8Q9aCkDdPcMDjvj7SVxrTETaYEm8f51Jy,0.043273,Crypto.com: Wallet [6FEVkH17],1.15,other_labeled,no_kw_match,False,True
RENDER,solana,4,5cQj8RLUU2or1aGnmufs5LPwCaijp7w7H5gCWJfNRfKX,0.036046,RENDER Custody Vaults [5cQj8RLU],1.08,other_labeled,no_kw_match,False,True
RENDER,solana,5,7TWnq4WeYcwQWBCwKeEX2Q9xqVtthPGkB7adNvueuVuh,0.03415,Bitget: Deposit [7TWnq4We],1.04,other_labeled,no_kw_match,False,True
RENDER,solana,6,6LY1JzAFVZsP2a2xKrtU6znQMQ5h4i7tocWdgrkZzkzF,0.033992,Kraken: Hot Wallet [6LY1JzAF],1.04,exchange,exchange_kw,False,True
RENDER,solana,7,0x2ed60539c655a9e74f3a7c24633da18dbf4bb221,0.029645,,,unlabeled,,False,False
RENDER,solana,8,AYm4Knn6Sw1f52Eq42ujQ2ez5Xb7iBJeviprFCA7ADCy,0.02949,Render Network: Bridge [AYm4Knn6],2.26,protocol_contract,protocol_kw,False,True
RENDER,solana,9,J8k11p1E2FKfYhVxgNkKT9xWUz7Npwqx1RPQvGcfo56H,0.024964,Trading Bot [J8k11p1E],0.74,other_labeled,no_kw_match,False,True
RENDER,solana,10,5tzFkiKscXHK5ZXCGbXZxdw7gTjjD1mBwuoFbhUvuAi9,0.020613,Binance: Wallet [5tzFkiKs],0.58,exchange,exchange_kw,False,True
RPL,ethereum,1,0x57757e3d981446d585af0d9ae4d7df6d64647806,0.058449,Patricio Worthalter [0x57757e],5.47,other_labeled,no_kw_match,False,True
RPL,ethereum,2,0xd33526068d116ce69f19a9ee46f0bd304f21a51f,0.043516,Rocket Pool: RPL Token [0xd33526],3.67,other_labeled,no_kw_match,False,True
RPL,ethereum,3,0x6cebc3509489af12904f92478cfca3ebb5f15a40,0.039771,Coinbase Prime: Custody Wallet [0x6cebc3],3.38,exchange,exchange_kw,False,True
RPL,ethereum,4,0x07a98956df1b3a555f8f8408e280d6342451daaa,0.024725,Bithumb: Wallet [0x07a989],2.61,other_labeled,no_kw_match,False,True
RPL,ethereum,5,0xfce77eb807bc9d293899d20ecae2e3b473b24a96,0.024656,RPL Investment Recipient [0xfce77e],2.27,insider,insider_kw,True,True
RPL,ethereum,6,0xd2a4848a6644749e652c1d9398b5aa317f57395b,0.021235,Rocket Pool: Oracle DAO Rewards 1 [0xd2a484],1.95,other_labeled,no_kw_match,False,True
RPL,ethereum,7,0x296c4a564bdda1138488f918326a759bb0ea6f64,0.016724,High Balance [0x296c4a],1.54,other_labeled,no_kw_match,False,True
RPL,ethereum,8,0xb76cf92076adbf1d9c39294fa8e7a67579fde357,0.014923,Aave: aEthRPL Token [0xb76cf9],1.32,other_labeled,no_kw_match,False,True
RPL,ethereum,9,0x32d47da20c59cfb2af20c5cdbb0609ce0a107815,0.012205,High Balance [0x32d47d],1.19,other_labeled,no_kw_match,False,True
RPL,ethereum,10,0x91b4556d4ccaaae59e37c4a57ddef8903f644621,0.011124,High Balance [0x91b455],1.02,other_labeled,no_kw_match,False,True
SNX,ethereum,1,0x76ec5a0d3632b2133d9f1980903305b62678fbd3,0.031954,,,reuse_noninsider,new12_provenance_reuse,False,True
SNX,ethereum,2,0x5aeebe2fed4eafcd4a1f0cfb1159dd4f31cf4447,0.013488,,,reuse_noninsider,new12_provenance_reuse,False,True
SNX,ethereum,3,0x83270d639d09727f73577ca55c6d74ae70a6af30,0.012986,,,reuse_noninsider,new12_provenance_reuse,False,True
SNX,ethereum,4,0xa31231e727ca53ff95f0d00a06c645110c4ab647,0.010696,,,reuse_noninsider,new12_provenance_reuse,False,True
SNX,ethereum,5,0xf8191d98ae98d2f7abdfb63a9b0b812b93c873aa,0.00988,,,reuse_noninsider,new12_provenance_reuse,False,True
SNX,ethereum,6,0x7446ffe91d1f3cba51e949e8f238f4bacfbc05ae,0.009746,,,reuse_noninsider,new12_provenance_reuse,False,True
SNX,ethereum,7,0x91d40e4818f4d4c57b4578d9eca6afc92ac8debe,0.009125,,,reuse_noninsider,new12_provenance_reuse,False,True
SNX,ethereum,8,0x15da7556d5ed888306839bed06f868aeaedcb0d7,0.008731,,,reuse_noninsider,new12_provenance_reuse,False,True
SNX,ethereum,9,0xd2dd7b597fd2435b6db61ddf48544fd931e6869f,0.007695,,,reuse_noninsider,new12_provenance_reuse,False,True
SNX,ethereum,10,0x99f4176ee457afedffcb1839c7ab7a030a5e4a92,0.007531,Synthetix: Treasury (treasury),,insider,new12_provenance_reuse,True,True
UNI,ethereum,1,0x61cb39bece033c5bda281747db1c15cced2096eb,0.025342,Uniswap [0x61cb39],2.3,other_labeled,no_kw_match,False,True
UNI,ethereum,2,0x611f7bf868a6212f871e89f7e44684045ddfb09d,0.016787,OKX: Deposit [0x611f7b],1.58,exchange,exchange_kw,False,True
UNI,ethereum,3,0x5069a64bc6616dec1584ee0500b7813a9b680f7e,0.016362,Uniswap [0x5069a6],1.49,other_labeled,no_kw_match,False,True
UNI,ethereum,4,0x36ca0abdf3852f00aee7798c7dfb5ead5d3fec2a,0.013867,Coinbase Prime: Custody Wallet [0x36ca0a],1.26,exchange,exchange_kw,False,True
UNI,ethereum,5,0x090d4613473dee047c3f2706764f49e0821d256e,0.013818,Uniswap: UNI Token Distributor [0x090d46],1.25,protocol_contract,protocol_kw,False,True
UNI,ethereum,6,0x6d278351f4a973d1349ef1e54ed37daed0799e19,0.01131,Coinbase Prime: Custody Wallet [0x6d2783],1.03,exchange,exchange_kw,False,True
UNI,ethereum,7,0x19d373d0f95f00d368a8d57605af746c4ea9b1d0,0.010221,Coinbase Prime: Custody Wallet [0x19d373],0.93,exchange,exchange_kw,False,True
UNI,ethereum,8,0x030d6830dc8ff125850390da620fa3e12decd437,0.009896,Uniswap Team: Team/Investor/Advisor [0x030d68],0.9,insider,insider_kw,True,True
UNI,ethereum,9,0x177df24addc9a216f927d2a894ab0b6eec59eb09,0.009896,Uniswap Team: Team/Investor/Advisor [0x177df2],0.9,insider,insider_kw,True,True
UNI,ethereum,10,0x7d325a9c8f10758188641fe91cfd902499edc782,0.008796,a16z crypto: UNI Tokens [0x7d325a],0.8,other_labeled,no_kw_match,False,True
W,solana,1,8nDFPaPRbK7HFCS4TprG187s2oNM1UrHm3tVqrSwzdRN,0.065143,[8nDFPaPR],7.38,other_labeled,no_kw_match,False,True
W,solana,2,Dpfz8BDBmFCSXvsyi468YQZCtNbJXa4KQq3a82DLugvo,0.018509,,,unlabeled,,False,False
W,solana,3,5LZkATrLwHYCQj2YuVbjjgsDZzBk6YfL4pFQRJmtboT2,0.018501,Bybit: Hot Wallet [5LZkATrL],1.71,other_labeled,no_kw_match,False,True
W,solana,4,Apw5cfHw7QcQoMvoT3YRiLJ6s28J27ACJ1kFn8QaKZ4e,0.012664,Token Millionaire [Apw5cfHw],1.03,other_labeled,no_kw_match,False,True
W,solana,5,Hh29xjUGJYH81GUM9bJU12x9hKwQRH3yJ2pJ77bs92ec,0.011009,,,unlabeled,,False,False
W,solana,6,8Mm46CsqxiyAputDUp2cXHg41HE3BfynTeMBDwzrMZQH,0.010923,Bithumb: Hot Wallet [8Mm46Csq],1.43,other_labeled,no_kw_match,False,True
W,solana,7,FTXtHs8qZC2qP96ReaNsFCc61qo63eSCNrwTwif1UVB1,0.009833,,,unlabeled,,False,False
W,solana,8,CCeEVQLhUgRAiL1X3Di4oV98CQA71TJvdRwUPwja7RxU,0.009666,,,unlabeled,,False,False
W,solana,9,ofFJnH6UTyisea37rNr3isNsrC3z2e1nZ1kLtGcUurh,0.009563,[ofFJnH6U],0.77,other_labeled,no_kw_match,False,True
W,solana,10,9BUcWT9zvixVmpUD7kZ2hcUqRCbd5jTKpVfhk42KPfj5,0.009386,,,unlabeled,,False,False
WLFI,ethereum,1,0xfef30c262676de9af5e5e9ba999cf774000b14b4,0.091128,,,reuse_noninsider,new12_provenance_reuse,False,True
WLFI,ethereum,2,0xcd52e35f7784efc78e835ef6e00be914f48beee6,0.034391,ALT5 Sigma: Treasury Strategy (corporate strategic-investor treasury),,insider,new12_provenance_reuse,True,True
WLFI,ethereum,3,0x0249d14d15531065b927f4930562c3814e654b54,0.008283,Aqua1 Foundation (external strategic investor),,insider,new12_provenance_reuse,True,True
WLFI,ethereum,4,0xcc261ab4be137eacf57c19ed97c186b4d88004ca,0.007765,,,reuse_noninsider,new12_provenance_reuse,False,True
WLFI,ethereum,5,0xf0cc01b37086bc122a3d63c615dab379478d2745,0.006902,WLFI Multisig (multisig),,insider,new12_provenance_reuse,True,True
WLFI,ethereum,6,0x5ab26169051d0d96217949adb91e86e51a5fda74,0.00564,Justin Sun (named individual strategic investor),,insider,new12_provenance_reuse,True,True
WLFI,ethereum,7,0x33ccf78a2091979fbc5a7631e6c71e900715ab78,0.005011,"SafeProxy (team multisig; bare attribution, see ambiguity log)",,insider,new12_provenance_reuse,True,True
WLFI,ethereum,8,0x29de882559194e2be08c182c1860193f8137cbf8,0.004486,Ethena Labs WLFI Multisig (multisig),,insider,new12_provenance_reuse,True,True
WLFI,ethereum,9,0xcaf92481d3f0e3b32c90cde5aa1bf3d731753003,0.004254,,,reuse_noninsider,new12_provenance_reuse,False,True
WLFI,ethereum,10,0x284cf133aa570f29da0961be897dbbb2a37962f8,0.004162,"SafeProxy (team multisig; bare attribution, see ambiguity log)",,insider,new12_provenance_reuse,True,True
WXM,arbitrum,1,0x2cdba04dcfd3999ef3fda00121b23c693af4041b,0.088053,WeatherXM Network: WXM Distributor [0x2cdba0],9.12,protocol_contract,protocol_kw,False,True
WXM,arbitrum,2,0x0d0707963952f2fba59dd06f2b425ace40b492fe,0.024827,Gate: Wallet [0x0d0707],0.06,exchange,exchange_kw,False,True
WXM,arbitrum,3,0xf20168e846498969f0621d696e97ff13b5b926f3,0.014125,SafeProxy [0xf20168],1.4,other_labeled,no_kw_match,False,True
WXM,arbitrum,4,0x28cc933fecf280e720299b1258e8680355d8841f,0.013288,SwissBorg: Wallet [0x28cc93],1.48,other_labeled,no_kw_match,False,True
WXM,arbitrum,5,0xe4b785d9a620ab5a2f7a4e6618f8b3b150797260,0.013215,SafeProxy [0xe4b785],3.18,other_labeled,no_kw_match,False,True
WXM,arbitrum,6,0xb99401dbbc3576738b6cd28f62ac35e4ca2bd03d,0.011954,[0xb99401],1.86,other_labeled,no_kw_match,False,True
WXM,arbitrum,7,0x00000000d64bbf35def9cdf1ea28d861957588dd,0.010464,[0x000000],0.36,other_labeled,no_kw_match,False,True
WXM,arbitrum,8,0x0b2402144bb366a632d14b83f244d2e0e21bd39c,0.01046,Wormhole: Token Bridge [0x0b2402],1.55,protocol_contract,protocol_kw,False,True
WXM,arbitrum,9,0xff1ad9961b9d28db7981cfb19e91ac0cf84ed326,0.005286,SafeProxy [0xff1ad9],0.52,other_labeled,no_kw_match,False,True
WXM,arbitrum,10,0xe09471ab9b3f8c45d7ebada73ec51f22776afca3,0.00448,GnosisSafeProxy [0xe09471],0.44,other_labeled,no_kw_match,False,True
ZRO,ethereum,1,0xc2f31575b97df563a3bba2a94e3a0b317ba2d412,0.032499,LayerZero: LayerZero (ZRO) Multisig [0xc2f315],3.23,insider,insider_kw,True,True
ZRO,ethereum,2,0x1f903473376fbe98cc763f1bc459c8fdb6ac3909,0.031706,LayerZero [0x1f9034],3.05,other_labeled,no_kw_match,False,True
ZRO,ethereum,3,0x637ca60dfb4d3acbd2ba65aaed9c6ca564bbf7bf,0.02866,LayerZero: Strategic Partnerships [0x637ca6],2.92,other_labeled,no_kw_match,False,True
ZRO,ethereum,4,0xda8b6eb4e31a387577c0e20c00c8f7e31cbc18bc,0.026796,Token Millionaire [0xda8b6e],2.67,other_labeled,no_kw_match,False,True
ZRO,ethereum,5,0x806f68bb6ce8f3100d4745c8b13b36e4f40d8431,0.023779,LayerZero: ZRO Multisig [0x806f68],2.37,insider,insider_kw,True,True
ZRO,ethereum,6,0x6e0e32684df6e3ae415ab1146a305bfd03e42427,0.023779,Smart Account [0x6e0e32],2.37,other_labeled,no_kw_match,False,True
ZRO,ethereum,7,0x53326cfb6ec33f18ccb0e23828a133bc6805390c,0.021692,LayerZero Foundation [0x53326c],2.16,insider,insider_kw,True,True
ZRO,ethereum,8,0x72afaa442b98f71b8bba9937f95be764ab9f97d1,0.020851,LayerZero [0x72afaa],2.07,other_labeled,no_kw_match,False,True
ZRO,ethereum,9,0x7be1125e9284ee108850a19f362b111526737cfd,0.017614,Token Millionaire [0x7be112],1.75,other_labeled,no_kw_match,False,True
ZRO,ethereum,10,0x3425bd866c5d0cbacb1fe011e604789456a28f88,0.016078,LayerZero [0x3425bd],1.6,other_labeled,no_kw_match,False,True
