address,balance
A77HErqtfN1hLLpvZ9pCtu66FEtM8BveoaKbbMoZ4RiR,41141.17487139
0x02cf1a7e1e502f5e271850f472a67a98057eb289,40515.00000200233
0xa834d120bda4edf399f654e11c3d79739f8551be,40288.385606468866
0x800359b316c0daa51c0c80308af3b8e5c4df9e60,40178.1957066
0x5caae2aeb4fc66b59b33076e605b8f554fe58140,40000.47
3TW4n3GhKHCTN9ZenJ2NEiz9mxT1bkrcepAMuPNM2Q7j,40000.0
0x477305cbcba5c0b6584320633e6b23e9ef6b811b,39999.99999999997
0x689e69a39d2c9230fb9dcdb554175c7fbe5224e5,39682.539699999994
0x8e6d319ecccf7789535714597051f6450505a3d0,38880.0
0xbb2b33e53b735b1f1afc937d4b11363a8f599b71,38483.379290235345
D89hHJT5Aqyx1trP6EnGY9jJUB3whgnq3aUvvCqedvzf,38283.75922035
7ve4DmHCAJBJicVRGxqEZS5TV63hsxNCLcBPXaFVQJK,38260.96694423
0x0fbb68fb58410874dc09714484dc198c888f92e5,38087.06871925
0x9e968e218ce96ab282f20d325128643bd311f671,38042.581525320005
0x1f4cac91439e80f5c046da675e71a6ea6465df74,37774.775173008864
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,37661.00652219
0x4628a0a564debfc8798eb55db5c91f2200486c24,36764.77192123234
4GQeEya6ZTwvXre4Br6ZfDyfe2WQMkcDz2QbkJZazVqS,36269.17286005
0x6863e1091e73de0cd4546ef0d12183133cd252bd,35999.99999999997
0x9b67f10da2e35a157e55c0cfc045897f5d2fef3c,35853.0
0x71fc7d76b7d17d1788103bc0d25b8059af55d165,35743.504608497424
0x941155dfb96e921d4854c3cf2575e42c99feeeaa,35206.14011859404
BNwApQw54UhtLGYzacpu8PYeXEJpfN9k5MhGJcGWcTWk,35013.34781772
0x079b368f01bc5a982f6d4e85f9f50359afec3133,34500.0
0xc439f348255bb060ee4684dc5b1a16cf9ddcfbee,33825.82854297
0xe693b82b5a5f293b4b1f198106a463e5593a9450,33379.710010839124
FPXq2NmXuSA1G2dGd8znUjT5G14zvmjoGFFfo7GKUm7k,33335.69593439
E5uyafHUFpNTsiPvGmUpr8BmM1L8t1gx3g6H4Y4vraU5,33146.13371345
B72fJyGdaxPQ1qXDdG8dAvjfeRvnzcJ91f4LG3MCCGbj,32580.7205068
9obNtb5GyUegcs3a1CbBkLuc5hEWynWfJC6gjz5uWQkE,32432.84030411
0x4f001ce45087b5ee566e26a303fbea8046dcff35,32166.34406614
0x630e8a5eddfc529aec9d7f45e833f39db1608f2e,31490.610866507883
0xa42a582814122312a6eb4cc43276fe9b1a541745,30552.0
0xf944df2d1083b976f912540fe58660087c728c5c,30297.70173465598
0xd1e47fc5865a62e6c5e20a5899fd27dbcda87eff,30000.4686
0x0da725cfdbd7532a88334ff14449aa17c151c5be,30000.009999999995
0x8991e44cebf855ac7ea529b98a1146a74076ff9d,29962.78092176
0xd7f87e0f68995de2ad162b81d652df73cee19f16,29850.7446
0xbb89ba3e72cafb09037cba70c61fef8f0eebf854,29800.0
0x4aae0a58822761d3498343e044f3a856f8926133,29501.0
0xcf0f75d7ba1c284ea9201b5a292e0a2531d88b11,29500.02
0xfd0ff7fc7c60e2e9f2154b3285a66996521eda9d,29481.9404
8s9j5qUtuE9PGA5s7QeAXEh5oc2UGr71pmJXgyiZMHkt,29251.54466259
0x3eb83132a11367be237292928ace7fd8dbfd00ea,29235.38626658
0x3e420474d1be9cc195c101173e8a11870ce003bd,29128.2637971
0x8a9d6033542753699d3d3d0234d8f23eaced28a1,28585.41377453057
0x7b163ff790cbb46036dd606f82f7c0f89c4425a0,28409.80998391
D5jx4wmxuPz18hqmgpCMLGVq3uSksCafCp5xjVe1nw8p,28363.85741988
0x1985e8dbcd064b5e2b768cfe074c1d8829df4e03,28210.266461680003
0xb058c792ec0d359cec71826cac4610a18189d693,27965.972696
0x7e7212010e68c5fb46acea34e9525501183df1ff,27842.1943615
EhDyxGpEz9hryw6MwiBB7898WEzcoGTCAjVQMHbo6Q1M,27784.25804382
0x664ca7eee02ad47f438bd5c282d40d19a8838adc,27545.0
0x2df942b760ae7221f2315238f9f8552215500202,27399.999999999996
0xfd32578f9fd106c39f8876d1684ba790fce79542,27304.70041575386
4NyK1AdJBNbgaJ9EsKz3J4rfeHsuYdjkTPg3JaNdLeFw,27171.35323564
0x1a8a409704f7f2a85ab21d0372b150be0ce1f3c9,26832.184734554496
0xf3e11d261602f7dc2d9de56f063b30e3a114570a,26596.96169617699
0xf227f0e187338ebfa8faf8f5e36e385ce7b88cd5,26565.214055215903
AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,26362.31073449
0x522f20b755564d32d024e18e7fc687bb7a7452d6,26150.566599366895
0xe8b68e9a14da155ce99170032c4da46aa518136b,25988.0
0xaa127debbfc51a7e39e1e0fa14503392581a9d04,25793.333329743255
0x15ce951961fdd597bbaa55c3bf99a028871136a6,25556.232900000003
GJvewfRjqTUPtx6WsBSUnaFbdgXwgXnWfpDyLm65T4YA,25427.79228852
0x8f4f86e75a40426fe9c11c76b402f9986b597cd0,25267.999999999996
BY4StcU9Y2BpgH8quZzorg31EGE4L1rjomN8FNsCBEcx,24816.94110304
0x7e0e59216010918a28e5aed78cfbe5b2b195a678,24670.739599999997
0xe94f6e6ac51bbf500efa3df9ebd39a3a6423e1b4,24072.1264377768
0xc5cf0e8a705228e3c284ffabfdcf21bb2ddc178d,24049.4
0x3338933521ef4e268165245ee537ba6e2938723b,24028.53678989
0xe2035a80b2d7aa7e24ff262f2e1fa404c337ac91,23912.432
0x24350b1491a414382fcaf65f1ef2c9bb65e7c0e1,23821.0843592
